,sentences,dataset
216,"these results suggest that the greater the number of cag repeats, and therefore the greater the impairment of ar function, the worse the cognitive ability of nondemented older men.",custom_mturk
217,a comprehensive understanding of the impact of the er stress pathway in beta cells and how it relates to the development of diabetes may contribute to provide new targets for the prevention and treatment of this disease,custom_mturk
218,resting cerebral blood flow (cbf) is reduced in regions of the cerebral cortex and in the hippocampus of app mice,custom_mturk
219,resting cerebral blood flow (cbf) is reduced in regions of the cerebral cortex and in the hippocampus of app mice,custom_mturk
220,"but plaques occupy only 5 percent to 10 percent of the cortical volume, so the plaques and their fibrillar amyloid account for only a small fraction of the lost terminals",custom_mturk
221,two recent studies have added to the evidence of an association of testosterone with neurodegenerative disease.,custom_mturk
222,two recent studies have added to the evidence of an association of testosterone with neurodegenerative disease.,custom_mturk
223,"the cerebral vessels of these mice do not respond to vasodilating agents, such as acetylcholine, that act by releasing endothelium dependent relaxing factors",custom_mturk
224,"the cerebral vessels of these mice do not respond to vasodilating agents, such as acetylcholine, that act by releasing endothelium dependent relaxing factors",custom_mturk
225,"app mice are unable to keep cbf constant during moderate hypotension or hypertension, indicating a disturbance in cerebrovascular autoregulation",custom_mturk
226,the latter decrement is distributed quite evenly throughout the neocortical neuropil between and among the plaques where fibrillar amyloid is not seen either by staining reactions or by its electron microscopic configuration,custom_mturk
227,the latter decrement is distributed quite evenly throughout the neocortical neuropil between and among the plaques where fibrillar amyloid is not seen either by staining reactions or by its electron microscopic configuration,custom_mturk
228,"interestingly, total testosterone concentration was not associated with ad.",custom_mturk
229,"interestingly, total testosterone concentration was not associated with ad.",custom_mturk
230,activated microglia are very prominent in the plaques in intimate relation to the amyloid,custom_mturk
231,activated microglia are very prominent in the plaques in intimate relation to the amyloid,custom_mturk
232,such cerebrovascular dysfunction occurs in the absence of amyloid deposition in brain or blood vessels and is fully developed before mice exhibit signs of cognitive impairment,custom_mturk
233,such cerebrovascular dysfunction occurs in the absence of amyloid deposition in brain or blood vessels and is fully developed before mice exhibit signs of cognitive impairment,custom_mturk
234,evaluation of the potential for revascularization may be particularly important in patients with ischemic cardiomyopathy and diabetes mellitus.,custom_mturk
235,evaluation of the potential for revascularization may be particularly important in patients with ischemic cardiomyopathy and diabetes mellitus.,custom_mturk
236,investigation of bioavailable (non shbg bound) and free (non protein bound) forms of sex hormones is more appropriate in neurodegenerative diseases as these forms are able to cross the blood brain barrier.,custom_mturk
237,investigation of bioavailable (non shbg bound) and free (non protein bound) forms of sex hormones is more appropriate in neurodegenerative diseases as these forms are able to cross the blood brain barrier.,custom_mturk
238,"pharmacological treatment with free radical scavengers or overexpression of superoxide dismutase in app mice abolishes the cerebrovascular impairment, indicating that it is mediated by overproduction of free radicals",custom_mturk
239,"pharmacological treatment with free radical scavengers or overexpression of superoxide dismutase in app mice abolishes the cerebrovascular impairment, indicating that it is mediated by overproduction of free radicals",custom_mturk
240,"the seasonal variation in the numbers of newly diagnosed cases of juvenile diabetes at two diabetic clinics, which are about 100 miles (160 km) apart, are similar and highly significant statistically",custom_mturk
241,"these cells in their activated form are also distributed quite evenly in the neuropil outside the plaques without regard to filamentous amyloid, which is here very sparse or non existent",custom_mturk
242,"therefore, app overexpression and abeta produce cerebrovascular alterations that are related to oxidative stress",custom_mturk
243,"therefore, app overexpression and abeta produce cerebrovascular alterations that are related to oxidative stress",custom_mturk
244,"as stated above, the population density of synapses is decreased in this same area of the cortical neuropil between plaques",custom_mturk
245,"as stated above, the population density of synapses is decreased in this same area of the cortical neuropil between plaques",custom_mturk
246,"furthermore, evidence has been provided that inflammatory mediators promote some of these cerebrovascular alterations",custom_mturk
247,"furthermore, evidence has been provided that inflammatory mediators promote some of these cerebrovascular alterations",custom_mturk
248,"these data in transgenic mice are in agreement with recent finding of reduced response to activation in presymptomatic patients at risk for ad, indicating that the cerebrovascular alterations are an early event in the course of the disease",custom_mturk
249,"these data in transgenic mice are in agreement with recent finding of reduced response to activation in presymptomatic patients at risk for ad, indicating that the cerebrovascular alterations are an early event in the course of the disease",custom_mturk
250,the toxic effect cannot be due to classically defined amyloid filaments since as such they would be apparent to the light or electron microscopist,custom_mturk
251,"thus, abeta in addition to its toxic neuronal effects produces vascular dysregulation",custom_mturk
252,"thus, abeta in addition to its toxic neuronal effects produces vascular dysregulation",custom_mturk
253,another cause of synaptic loss has recently been revealed by the mandelkow laboratory,custom_mturk
254,another cause of synaptic loss has recently been revealed by the mandelkow laboratory,custom_mturk
255,"adams (1926) suggested that respiratory infections and physical inactivity during winter were responsible, but this could not be so in july and august",custom_mturk
256,these findings in mice and humans support to the longheld view that vascular insufficiency contributes to the pathobiology of ad,custom_mturk
257,these findings in mice and humans support to the longheld view that vascular insufficiency contributes to the pathobiology of ad,custom_mturk
258,"they showed that an excess of tau protein inhibits kinesin, which is the motor of anterograde axoplasmic flow along the microtubules",custom_mturk
259,"they showed that an excess of tau protein inhibits kinesin, which is the motor of anterograde axoplasmic flow along the microtubules",custom_mturk
260,"summer and autumn constitute the season of enterovirus infections, but such infections are uncommon during the first six months of the year; a combination of enterovirus and respiratory infection might produce a seasonal pattern of illness similar to the pattern found in onset of diabetes, but we have not found any serological evidence of an excess of recent respiratory virus infection in new juvenile diabetics, and others have found no association with clinical respiratory infection",custom_mturk
261,deficient flow would essentially starve the presynaptic terminals,custom_mturk
262,deficient flow would essentially starve the presynaptic terminals,custom_mturk
263,alterations in cerebrovascular autoregulation have important implications for the functional and structural integrity of the brain,custom_mturk
264,alterations in cerebrovascular autoregulation have important implications for the functional and structural integrity of the brain,custom_mturk
265,"it is interesting to note that the dystrophic terminals in and around the plaque have the appearance of partially blocked retrograde flow in that they are stuffed with lysosomes, degenerating mitochondria, and neurofilaments",custom_mturk
266,"it is interesting to note that the dystrophic terminals in and around the plaque have the appearance of partially blocked retrograde flow in that they are stuffed with lysosomes, degenerating mitochondria, and neurofilaments",custom_mturk
267,"loss of autoregulation renders the brain more susceptible to reductions in arterial pressure, such as those occurring in sleep",custom_mturk
268,"loss of autoregulation renders the brain more susceptible to reductions in arterial pressure, such as those occurring in sleep",custom_mturk
269,apoptosis and neuronal death are not the primary cause of dementia in ad: synaptic death is,custom_mturk
270,apoptosis and neuronal death are not the primary cause of dementia in ad: synaptic death is,custom_mturk
271,"hypoperfusion related ischemia would be most marked in the periventricular white matter, a region supplied by arterioles with limited collateral flow",custom_mturk
272,"hypoperfusion related ischemia would be most marked in the periventricular white matter, a region supplied by arterioles with limited collateral flow",custom_mturk
273,the clinical diagnosis of possible rather than probable alzheimer disease may be used if the presentation or course is somewhat aberrant.,custom_mturk
274,"thus, an impairment in autoregulation could contribute to the periventricular white matter lesions that are frequently observed in patients with ad",custom_mturk
275,"thus, an impairment in autoregulation could contribute to the periventricular white matter lesions that are frequently observed in patients with ad",custom_mturk
276,"most presynaptic terminals in the neocortex are not lost because of formed amyloid, although the soluble, invisible peptide in the form of oligomers is more likely to be at fault",custom_mturk
277,"most presynaptic terminals in the neocortex are not lost because of formed amyloid, although the soluble, invisible peptide in the form of oligomers is more likely to be at fault",custom_mturk
278,individuals who did not develop dementia showed stable cognitive performance.,custom_mturk
279,individuals who did not develop dementia showed stable cognitive performance.,custom_mturk
280,"entry predictors of dementia were age, deficits in problem solving as well as memory, slowed psychomotor performance, and depressive features.",custom_mturk
281,"entry predictors of dementia were age, deficits in problem solving as well as memory, slowed psychomotor performance, and depressive features.",custom_mturk
282,"minimal cognitive decline occurred prior to dementia diagnosis, after which sharp decline was noted.",custom_mturk
283,"minimal cognitive decline occurred prior to dementia diagnosis, after which sharp decline was noted.",custom_mturk
284,"microglia in the neuropil are activated by degeneration of cortical synaptic terminals, not vice versa; thus emphasizing that inflammation plays a significant but secondary role in the disease",custom_mturk
285,"increased age, depressive features, and even minimal cognitive impairment, as determined clinically by clinical dementia rating sum of boxes and by slowed psychomotor performance, identify older individuals without dementia who develop dementia.",custom_mturk
286,these data support the hypothesis that patients with alzheimer disease are more vulnerable to type 2 diabetes and the possibility of linkage between the processes responsible for loss of brain cells and beta cells in these diseases,custom_mturk
287,these data support the hypothesis that patients with alzheimer disease are more vulnerable to type 2 diabetes and the possibility of linkage between the processes responsible for loss of brain cells and beta cells in these diseases,custom_mturk
288,the lines between ad and vad have also blurred,custom_mturk
289,the lines between ad and vad have also blurred,custom_mturk
290,vascular dementia is a heterogeneous construct with pathology that can range from multiple macroinfarcts to small vessel ischemic disease or microvascular injury,custom_mturk
291,"it is clear that for many patients, markers of vascular injury coexist with traditional ad hallmarks",custom_mturk
292,"it is clear that for many patients, markers of vascular injury coexist with traditional ad hallmarks",custom_mturk
293,alzheimer dementia (ad) is the most common degenerative disorder of the central nervous system.,custom_mturk
294,alzheimer dementia (ad) is the most common degenerative disorder of the central nervous system.,custom_mturk
295,"the pathogenesis of type 2 diabetes involves abnormalities in insulin action, insulin secretion, and endogenous glucose output (ego)",custom_mturk
296,"the pathogenesis of type 2 diabetes involves abnormalities in insulin action, insulin secretion, and endogenous glucose output (ego)",custom_mturk
297,"now, transgenic mice are produced to study the influence of eoad mutations in vivo, eventually leading to the development of novel therapeutic strategies.",custom_mturk
298,"however, the sequence with which these abnormalities develop and their relative contributions to the deterioration in glucose tolerance remain unclear in the absence of a detailed longitudinal study",custom_mturk
299,"however, the sequence with which these abnormalities develop and their relative contributions to the deterioration in glucose tolerance remain unclear in the absence of a detailed longitudinal study",custom_mturk
300,"given such complexity, the temptation to retreat to reductionist models is understandable",custom_mturk
301,"given such complexity, the temptation to retreat to reductionist models is understandable",custom_mturk
302,"thus, there are many reports of an increased level of the markers for oxidative damage, alterations in the specific activity of the antioxidant system, mutations in specific genes, mitochondrial disturbances and also several connections between oxidative stress and amyloid plaques",custom_mturk
303,the senile plaque is one of the histopathologic changes that characterizes alzheimer disease and the aging brain.,custom_mturk
304,the senile plaque is one of the histopathologic changes that characterizes alzheimer disease and the aging brain.,custom_mturk
305,"unifying themes are emerging, however, that may illuminate convergent mechanisms through which comorbid metabolic disorders promote the development of ad and vad",custom_mturk
306,"apolipoprotein e, type epsilon4 allele (apoe epsilon4), is associated with late onset familial alzheimer disease (ad)",custom_mturk
307,"apolipoprotein e, type epsilon4 allele (apoe epsilon4), is associated with late onset familial alzheimer disease (ad)",custom_mturk
308,"as we discuss below, one important theme is the concept that insulin resistance underlies several important metabolic disorders and their relationship to ad and vad",custom_mturk
309,"as we discuss below, one important theme is the concept that insulin resistance underlies several important metabolic disorders and their relationship to ad and vad",custom_mturk
310,there is high avidity and specific binding of amyloid beta peptide with the protein apoe,custom_mturk
311,there is high avidity and specific binding of amyloid beta peptide with the protein apoe,custom_mturk
312,"the histopathology of senile plaques was studied using double labeling immunohistochemistry and lectin histochemistry with thioflavin s fluorescent microscopy in 9 cases of alzheimer disease, 2 nondemented elderly individuals, and 3 individuals with non alzheimer primary degenerative dementias.",custom_mturk
313,"the histopathology of senile plaques was studied using double labeling immunohistochemistry and lectin histochemistry with thioflavin s fluorescent microscopy in 9 cases of alzheimer disease, 2 nondemented elderly individuals, and 3 individuals with non alzheimer primary degenerative dementias.",custom_mturk
314,"despite continuing debate about the amyloid beta protein (or abeta hypothesis, new lines of evidence from laboratories and clinics worldwide support the concept that an imbalance between production and clearance of abeta42 and related abeta peptides is a very early, often initiating factor in alzheimer disease (ad)",custom_mturk
315,"despite continuing debate about the amyloid beta protein (or abeta hypothesis, new lines of evidence from laboratories and clinics worldwide support the concept that an imbalance between production and clearance of abeta42 and related abeta peptides is a very early, often initiating factor in alzheimer disease (ad)",custom_mturk
316,these data support the involvement of apoe epsilon4 in the pathogenesis of late onset familial and sporadic ad,custom_mturk
317,these data support the involvement of apoe epsilon4 in the pathogenesis of late onset familial and sporadic ad,custom_mturk
318,"transition from ngt to igt was associated with an increase in body weight, a decline in insulin stimulated glucose disposal, and a decline in the acute insulin secretory response (air) to intravenous glucose, but no change in ego",custom_mturk
319,"transition from ngt to igt was associated with an increase in body weight, a decline in insulin stimulated glucose disposal, and a decline in the acute insulin secretory response (air) to intravenous glucose, but no change in ego",custom_mturk
320,"some neurofilament positive neurites were not visualized with thioflavin, but almost all tau positive neurites were colabeled with thioflavin.",custom_mturk
321,"some neurofilament positive neurites were not visualized with thioflavin, but almost all tau positive neurites were colabeled with thioflavin.",custom_mturk
322,"duplication of the wild type app gene in down syndrome leads to abeta deposits in the teens, followed by microgliosis, astrocytosis, and neurofibrillary tangles typical of ad",custom_mturk
323,"duplication of the wild type app gene in down syndrome leads to abeta deposits in the teens, followed by microgliosis, astrocytosis, and neurofibrillary tangles typical of ad",custom_mturk
324,"apoe isoforms may play an important role in the metabolism of beta peptide, and apoe epsilon4 may operate as a susceptibility gene (risk factor) for the clinical expression of ad",custom_mturk
325,"apoe isoforms may play an important role in the metabolism of beta peptide, and apoe epsilon4 may operate as a susceptibility gene (risk factor) for the clinical expression of ad",custom_mturk
326,microglia were associated with most plaques.,custom_mturk
327,microglia were associated with most plaques.,custom_mturk
328,"apolipoprotein e4, which predisposes to ad in > 40 percent of cases, has been found to impair abeta clearance from the brain",custom_mturk
329,"apolipoprotein e4, which predisposes to ad in > 40 percent of cases, has been found to impair abeta clearance from the brain",custom_mturk
330,a mutation in the bri2/itm2b gene causes loss of bri2 protein leading to familial danish dementia (fdd),custom_mturk
331,a mutation in the bri2/itm2b gene causes loss of bri2 protein leading to familial danish dementia (fdd),custom_mturk
332,"thirty one subjects who retained ngt over a similar period also gained weight, but their air increased with decreasing insulin stimulated glucose disposal",custom_mturk
333,most plaques were also surrounded by fibrous astrocytes.,custom_mturk
334,most plaques were also surrounded by fibrous astrocytes.,custom_mturk
335,"soluble oligomers of abeta42 isolated from ad patients brains can decrease synapse number, inhibit long term potentiation, and enhance long term synaptic depression in rodent hippocampus, and injecting them into healthy rats impairs memory",custom_mturk
336,"these results suggest that amyloid may be the common feature that defines senile plaques, but that other elements may be more specific for alzheimer disease, because extensive neuritic degeneration was seen only in alzheimer brains and not in either nondemented elderly individuals with senile plaques or in non alzheimer dementia cases.",custom_mturk
337,"thus, defects in insulin secretion and insulin action occur early in the pathogenesis of diabetes",custom_mturk
338,the human oligomers also induce hyperphosphorylation of tau at ad relevant epitopes and cause neuritic dystrophy in cultured neurons,custom_mturk
339,the human oligomers also induce hyperphosphorylation of tau at ad relevant epitopes and cause neuritic dystrophy in cultured neurons,custom_mturk
340,"app processing is linked to alzheimer disease (ad) pathogenesis, which is consistent with a common mechanism involving toxic app metabolites in both dementias",custom_mturk
341,"app processing is linked to alzheimer disease (ad) pathogenesis, which is consistent with a common mechanism involving toxic app metabolites in both dementias",custom_mturk
342,it is now understood that genetic factors play a crucial role in the risk of developing alzheimer disease (ad).,custom_mturk
343,it is now understood that genetic factors play a crucial role in the risk of developing alzheimer disease (ad).,custom_mturk
344,intervention to prevent diabetes should target both abnormalities,custom_mturk
345,intervention to prevent diabetes should target both abnormalities,custom_mturk
346,crossing human app with human tau transgenic mice enhances tau positive neurotoxicity,custom_mturk
347,crossing human app with human tau transgenic mice enhances tau positive neurotoxicity,custom_mturk
348,we show that inhibition of app cleavage by beta secretase rescues synaptic/memory deficits in a mouse model of fdd,custom_mturk
349,we show that inhibition of app cleavage by beta secretase rescues synaptic/memory deficits in a mouse model of fdd,custom_mturk
350,an increase in hepatic gluconeogenesis is believed to be an important factor responsible for the fasting hyperglycemia detected in patients with non insulin dependent diabetes mellitus (niddm),custom_mturk
351,an increase in hepatic gluconeogenesis is believed to be an important factor responsible for the fasting hyperglycemia detected in patients with non insulin dependent diabetes mellitus (niddm),custom_mturk
352,"in humans, new studies show that low cerebrospinal fluid (csf) abeta42 and amyloid pet positivity precede other ad manifestations by many years",custom_mturk
353,"in humans, new studies show that low cerebrospinal fluid (csf) abeta42 and amyloid pet positivity precede other ad manifestations by many years",custom_mturk
354,rare mutations in at least 3 genes are responsible for early onset familial ad.,custom_mturk
355,rare mutations in at least 3 genes are responsible for early onset familial ad.,custom_mturk
356,beta cleavage of app yields amino terminal soluble appbeta (sappbeta) and beta carboxyl terminal fragments (beta ctf),custom_mturk
357,"a common polymorphism in the apolipoprotein e gene is the major determinant of risk in families with late onset ad, as well as in the general population.",custom_mturk
358,"a common polymorphism in the apolipoprotein e gene is the major determinant of risk in families with late onset ad, as well as in the general population.",custom_mturk
359,phosphoenolpyruvate carboxykinase (gtp) (pepck; ec 4.1.1.32) is a regulatory enzyme of gluconeogenesis,custom_mturk
360,phosphoenolpyruvate carboxykinase (gtp) (pepck; ec 4.1.1.32) is a regulatory enzyme of gluconeogenesis,custom_mturk
361,"most importantly, recent trials of three different abeta antibodies (solanezumab, crenezumab, and aducanumab) have suggested a slowing of cognitive decline in post hoc analyses of mild ad subjects",custom_mturk
362,"most importantly, recent trials of three different abeta antibodies (solanezumab, crenezumab, and aducanumab) have suggested a slowing of cognitive decline in post hoc analyses of mild ad subjects",custom_mturk
363,"processing of beta ctf by gamma secretase releases amyloid beta (abeta), which is assumed to cause ad",custom_mturk
364,"processing of beta ctf by gamma secretase releases amyloid beta (abeta), which is assumed to cause ad",custom_mturk
365,"advanced age, however, remains the major established risk factor for ad, although environmental variables may also have some role in disease expression.",custom_mturk
366,"advanced age, however, remains the major established risk factor for ad, although environmental variables may also have some role in disease expression.",custom_mturk
367,"however, inhibition of gamma secretase did not ameliorate synaptic/memory deficits of fdd mice",custom_mturk
368,some pathogenic factors directly associated with aging include oxidative damage and mutations in messenger rna.,custom_mturk
369,"other factors unrelated to the aging process may, in the future, be amenable to therapeutic intervention by way of estrogen replacement therapy for postmenopausal women, anti inflammatory drug therapy and reducing vascular risk factors.",custom_mturk
370,"other factors unrelated to the aging process may, in the future, be amenable to therapeutic intervention by way of estrogen replacement therapy for postmenopausal women, anti inflammatory drug therapy and reducing vascular risk factors.",custom_mturk
371,"although many factors contribute to ad pathogenesis, abeta dyshomeostasis has emerged as the most extensively validated and compelling therapeutic target",custom_mturk
372,"although many factors contribute to ad pathogenesis, abeta dyshomeostasis has emerged as the most extensively validated and compelling therapeutic target",custom_mturk
373,"in addition, alterations in liver glycogen content and muscle glucose transporter glut 4 gene expression were detected",custom_mturk
374,memory decline in aging results from multiple factors that influence both executive function and the medial temporal lobe memory system.,custom_mturk
375,memory decline in aging results from multiple factors that influence both executive function and the medial temporal lobe memory system.,custom_mturk
376,acutely developing lesions of the brain have been highly instructive in elucidating the neural systems underlying memory in humans and animal models,custom_mturk
377,"when intraperitoneal glucose tolerance tests were performed, blood glucose levels were higher than those detected in normal mice",custom_mturk
378,"in advanced aging, frontal striatal systems are preferentially vulnerable to white matter change, atrophy, and certain forms of neurotransmitter depletion.",custom_mturk
379,"in advanced aging, frontal striatal systems are preferentially vulnerable to white matter change, atrophy, and certain forms of neurotransmitter depletion.",custom_mturk
380,"such a role of neuroinflammation is well documented for alzheimer disease, and it is likely to play a role in other types of dementia as well",custom_mturk
381,"such a role of neuroinflammation is well documented for alzheimer disease, and it is likely to play a role in other types of dementia as well",custom_mturk
382,frontal striatal change may underlie mild memory difficulties in aging that are most apparent on tasks demanding high levels of attention and controlled processing.,custom_mturk
383,frontal striatal change may underlie mild memory difficulties in aging that are most apparent on tasks demanding high levels of attention and controlled processing.,custom_mturk
384,"through separate mechanisms, alzheimer disease preferentially affects the medial temporal lobe and cortical networks, including posterior cingulate and retrosplenial cortex early in its progression, often before clinical symptoms are recognized.",custom_mturk
385,"through separate mechanisms, alzheimer disease preferentially affects the medial temporal lobe and cortical networks, including posterior cingulate and retrosplenial cortex early in its progression, often before clinical symptoms are recognized.",custom_mturk
386,disruption of the medial temporal lobe memory system leads directly to memory impairment.,custom_mturk
387,reliance on reserve is emerging as an important factor that determines who ages gracefully and who declines rapidly.,custom_mturk
388,reliance on reserve is emerging as an important factor that determines who ages gracefully and who declines rapidly.,custom_mturk
389,"local inflammatory changes, neurofibrillary degeneration, and neurotransmitter deficits all contribute to memory impairment, but available evidence suggests that these as a consequence of early abeta accumulation",custom_mturk
390,"local inflammatory changes, neurofibrillary degeneration, and neurotransmitter deficits all contribute to memory impairment, but available evidence suggests that these as a consequence of early abeta accumulation",custom_mturk
391,"indeed, there is emerging experimental evidence for a role of nox2 in alzheimer and cerebrovascular disease",custom_mturk
392,"obesity is strongly correlated with type 2 diabetes mellitus, a common disorder of glucose and lipid metabolism",custom_mturk
393,"obesity is strongly correlated with type 2 diabetes mellitus, a common disorder of glucose and lipid metabolism",custom_mturk
394,"recently, six novel ros generating nadph oxidases with homology to nox2 have been discovered",custom_mturk
395,"recently, six novel ros generating nadph oxidases with homology to nox2 have been discovered",custom_mturk
396,several of them are also expressed in the central nervous system,custom_mturk
397,several of them are also expressed in the central nervous system,custom_mturk
398,"in this article, we hypothesize a role of nox type nadph oxidases in inflammatory neuronal loss",custom_mturk
399,"in this article, we hypothesize a role of nox type nadph oxidases in inflammatory neuronal loss",custom_mturk
400,"therefore, we examined the levels of gene expression in adipose tissue from five groups of obese mice with varying degrees of hyperglycemia, and we identified 88 genes whose expression strongly correlated with diabetes severity",custom_mturk
401,"therefore, we examined the levels of gene expression in adipose tissue from five groups of obese mice with varying degrees of hyperglycemia, and we identified 88 genes whose expression strongly correlated with diabetes severity",custom_mturk
402,clustering of vascular risk factors increases the risk in an additive manner,custom_mturk
403,clustering of vascular risk factors increases the risk in an additive manner,custom_mturk
404,this group included many genes that are known to be involved in signal transduction and energy metabolism as well as genes not previously examined in the context of diabetes,custom_mturk
405,vascular contributions to cognitive impairment and dementia of later life are common,custom_mturk
406,vascular contributions to cognitive impairment and dementia of later life are common,custom_mturk
407,"our data show that a decrease in expression of genes normally involved in adipogenesis is associated with obesity, and we further identify genes important for subsequent development of type 2 diabetes mellitus",custom_mturk
408,"our data show that a decrease in expression of genes normally involved in adipogenesis is associated with obesity, and we further identify genes important for subsequent development of type 2 diabetes mellitus",custom_mturk
409,it has now been shown that vascular risk factors have measurable negative effects on the brain and are associated with cognitive impairment,custom_mturk
410,we review vascular factors that might be responsible to cognitive decline in alzheimer disease and vascular cognitive impairment and the corresponding intervenvations that might prevent cognitive impairment as we age,custom_mturk
411,we review vascular factors that might be responsible to cognitive decline in alzheimer disease and vascular cognitive impairment and the corresponding intervenvations that might prevent cognitive impairment as we age,custom_mturk
412,rapid progress in deciphering the biological mechanism of alzheimer disease (ad) has arisen from the application of molecular and cell biology to this complex disorder of the limbic and association cortices.,custom_mturk
413,"for example, the processes associated with articulatory rehearsal in working memory are unimpaired despite a reduction in performance on most tests of primary memory",custom_mturk
414,gestational diabetes mellitus (gdm) is defined as glucose intolerance of various degrees that is first detected during pregnancy,custom_mturk
415,dysfunction of the neurovascular unit and mechanisms regulating cerebral blood flow are likely to be important components of the pathophysiological processes underlying vci,custom_mturk
416,"the implicit aspects of secondary memory appear to remain unimpaired, in contrast to a marked decline in explicit or episodic memory",custom_mturk
417,"the implicit aspects of secondary memory appear to remain unimpaired, in contrast to a marked decline in explicit or episodic memory",custom_mturk
418,"indeed, women with gdm are at high risk for having or developing diabetes when they are not pregnant",custom_mturk
419,"indeed, women with gdm are at high risk for having or developing diabetes when they are not pregnant",custom_mturk
420,some aspects of episodic and semantic memory are found to be impaired as a consequence of a decline in the efficient organisation and processing of verbal material at encoding or retrieval,custom_mturk
421,"it is concluded that the deficits share particular features found in organic amnesia, but with additional deficits which relate to impairments in other domains of functioning",custom_mturk
422,the degeneration of these systems may underlie specific aspects of the dementia associated with alzheimer disease,custom_mturk
423,the degeneration of these systems may underlie specific aspects of the dementia associated with alzheimer disease,custom_mturk
424,"it is estimated in europe, especially switzerland that some 12 percent of all those over 65 years of age suffer from some degree of organic dementia, often called ""psycho organic syndrome"" or ""syndrome of diffuse chronic cerebral disease"" (hirndiffuses psychosyndrom)",custom_mturk
425,"it is estimated in europe, especially switzerland that some 12 percent of all those over 65 years of age suffer from some degree of organic dementia, often called ""psycho organic syndrome"" or ""syndrome of diffuse chronic cerebral disease"" (hirndiffuses psychosyndrom)",custom_mturk
426,most authors agree that in advanced age dementia is usually caused by vascular lesions or alzheimer type alterations,custom_mturk
427,most authors agree that in advanced age dementia is usually caused by vascular lesions or alzheimer type alterations,custom_mturk
428,these findings suggest that substituting whole  for refined grain products may decrease the risk of diabetes mellitus,custom_mturk
429,these findings suggest that substituting whole  for refined grain products may decrease the risk of diabetes mellitus,custom_mturk
430,"in more recent years, it was realized that parkinson disease can also cause dementia",custom_mturk
431,"when the effects of age were controlled, patients who received atypical neuroleptics were 9 percent more likely to have diabetes than those who received typical neuroleptics, and the prevalence of diabetes was significantly increased for patients who received clozapine, olanzapine, and quetiapine, but not risperidone",custom_mturk
432,"however, for patients less than 40 years old, all of the atypical neuroleptics were associated with a significantly increased prevalence of diabetes",custom_mturk
433,"however, for patients less than 40 years old, all of the atypical neuroleptics were associated with a significantly increased prevalence of diabetes",custom_mturk
434,the loss of forebrain cholinergic neurons commonly seen in alzheimer disease tends to be extensive and certainly underlies aspects of the dementia,custom_mturk
435,the loss of forebrain cholinergic neurons commonly seen in alzheimer disease tends to be extensive and certainly underlies aspects of the dementia,custom_mturk
436,memory impairment is the most pronounced symptom in the early stages of dementia of the alzheimer type (dat),custom_mturk
437,long term vascular risk marker interventional studies beginning as early as midlife may be required to prevent or postpone the onset of vci and alzheimer disease,custom_mturk
438,long term vascular risk marker interventional studies beginning as early as midlife may be required to prevent or postpone the onset of vci and alzheimer disease,custom_mturk
439,"cell loss, senile plaques, and neurofibrillary tangles appear regularly in the neocortex, hippocampus (including the entorhinal cortex), amygdala, and basal nucleus of meynert in alzheimer disease",custom_mturk
440,"cell loss, senile plaques, and neurofibrillary tangles appear regularly in the neocortex, hippocampus (including the entorhinal cortex), amygdala, and basal nucleus of meynert in alzheimer disease",custom_mturk
441,the fact that both insulin resistance and impaired insulin release have been found to precede and predict niddm in prospective studies may be in part a reflection of just such relatedness,custom_mturk
442,the fact that both insulin resistance and impaired insulin release have been found to precede and predict niddm in prospective studies may be in part a reflection of just such relatedness,custom_mturk
443,"interest in the influence of sex hormones, particularly testosterone, on cognitive function in old men is increasing",custom_mturk
444,"interest in the influence of sex hormones, particularly testosterone, on cognitive function in old men is increasing",custom_mturk
445,"plaques forming in the cortex, for example, seem to involve and ultimately destroy specific neurotransmitter systems",custom_mturk
446,"plaques forming in the cortex, for example, seem to involve and ultimately destroy specific neurotransmitter systems",custom_mturk
447,of conceptual importance is also the fact that the key cellular mechanisms of skeletal muscle insulin resistance,custom_mturk
448,of conceptual importance is also the fact that the key cellular mechanisms of skeletal muscle insulin resistance,custom_mturk
449,"in the brain, androgen receptors (ar) colocalise with oestrogen receptors and are found mainly in the thalamus, hippocampus, and in the cerebral cortex (brain areas that are essential for learning and memory)",custom_mturk
450,"in the brain, androgen receptors (ar) colocalise with oestrogen receptors and are found mainly in the thalamus, hippocampus, and in the cerebral cortex (brain areas that are essential for learning and memory)",custom_mturk
451,"if insulin resistance is a characteristic finding in many cases of niddm, insulin sensitive niddm does exist",custom_mturk
452,"if insulin resistance is a characteristic finding in many cases of niddm, insulin sensitive niddm does exist",custom_mturk
453,"mechanisms by which testosterone could improve cognition and prevent cognitive impairment include modulation of neurotransmitters, stimulation of neuronal connectivity, decreased beta amyloid peptide production, and prevention of nmda excitotoxicity",custom_mturk
454,"mechanisms by which testosterone could improve cognition and prevent cognitive impairment include modulation of neurotransmitters, stimulation of neuronal connectivity, decreased beta amyloid peptide production, and prevention of nmda excitotoxicity",custom_mturk
455,"what is known, however, is that the first component of the disease cascade is a dysfunctional gene that produces amyloid",custom_mturk
456,"what is known, however, is that the first component of the disease cascade is a dysfunctional gene that produces amyloid",custom_mturk
457,"on the other hand, given the tight homeostatic control of plasma glucose levels in humans, beta cell dysfunction, relative or absolute, is a sine qua non for the development of diabetes",custom_mturk
