,dataset,sentences
337,ade,A 60 year old woman with chronic renal failure developed acute proximal muscle weakness after receiving a regular dosage of colchicine
338,ade,Colchicine induced myopathy in renal failure
339,ade,Muscle biopsy revealed variation in muscle fiber size and few vacuolated fibers which were features of colchicine induced myopathy
340,ade,Muscle biopsy revealed variation in muscle fiber size and few vacuolated fibers which were features of colchicine induced myopathy
341,ade,Muscle biopsy revealed variation in muscle fiber size and few vacuolated fibers which were features of colchicine induced myopathy
342,ade,A third patient experienced disabling neurotoxicity in the extremity of a prior ulnar nerve and tendon transposition after receiving paclitaxel
343,ade,Phantom limb pain as a manifestation of paclitaxel neurotoxicity
344,ade,Phantom limb pain as a manifestation of paclitaxel neurotoxicity
345,ade,Physicians should be aware that PLP can occur after initiation of paclitaxel
346,ade,We describe 2 patients with prior amputation who experienced phantom limb pain (PLP) after receiving paclitaxel therapy
347,ade,We describe 2 patients with prior amputation who experienced phantom limb pain (PLP) after receiving paclitaxel therapy
348,ade,Skin manifestations of a case of phenylbutazone induced serum sickness like reactions
349,ade,Skin manifestations of a case of phenylbutazone induced serum sickness like reactions
350,ade,Our experience supports hemodialysis for ESRF patients with atenolol toxicity
351,ade,Allergic reaction to gemfibrozil manifesting as eosinophilic gastroenteritis
352,ade,We describe a case of EGE manifested as an allergy to gemfibrozil
353,ade,This is the second report of lactic acidosis in a patient on stavudine and lamivudine
354,ade,This is the second report of lactic acidosis in a patient on stavudine and lamivudine
355,ade,We present an AIDS patient with severe and prolonged lactic acidosis on stavudine and lamivudine
356,ade,We present an AIDS patient with severe and prolonged lactic acidosis on stavudine and lamivudine
357,ade,Ataxia caused by propafenone has been reported to the pharmaceutical companies and drug monitoring agencies but has not been well described or emphasized in the medical literature
358,ade,A wide variety of adverse central nervous system effects have been reported in association with propafenone; dizziness is the most common
359,ade,A wide variety of adverse central nervous system effects have been reported in association with propafenone; dizziness is the most common
360,ade,Propafenone induced ataxia report of three cases
361,ade,We describe 3 elderly patients with moderate to severe ataxia that occurred while they were taking propafenone
362,ade,A 74 year old man received oral administration of pilsicainide a pure sodium channel blocker with slow recovery kinetics to convert paroxysmal atrial fibrillation to sinus rhythm and developed loss of consciousness two days later
363,ade,When pilsicainide is prescribed in patients with coronary artery disease or renal dysfunction close attention must be paid to avoid life threatening arrhythmias due to high plasma concentrations of the drug
364,ade,The cases are important in documenting that drug induced dystonias do occur in patients with dementia that risperidone appears to have contributed to dystonia among elderly patients and that the categorization of dystonic reactions needs further clarification
365,ade,Provocation of non convulsive status epilepticus by tiagabine in three adolescent patients
366,ade,The events of non convulsive status epilepticus subsided following reduction in tiagabine dosages
367,ade,This is the first report of non convulsive status epilepticus provoked by tiagabine in adolescent patients
368,ade,There have been many reports of probable lithium induced organic brain syndromes occurring when serum lithium levels are within or close to the therapeutic range
369,ade,When the acute manic state is characterized by marked psychotic symptoms and intense anxiety it may be associated with increased vulnerability to the development of severe lithium neurotoxicity
370,ade,When the acute manic state is characterized by marked psychotic symptoms and intense anxiety it may be associated with increased vulnerability to the development of severe lithium neurotoxicity
371,ade,When the acute manic state is characterized by marked psychotic symptoms and intense anxiety it may be associated with increased vulnerability to the development of severe lithium neurotoxicity
372,ade,Protease inhibitor induced carbamazepine toxicity
373,ade,Protease inhibitors (ritonavir and saquinavir) were added to the treatment and the patient developed progressive ataxia related to carbamazepine toxicity
374,ade,Protease inhibitors (ritonavir and saquinavir) were added to the treatment and the patient developed progressive ataxia related to carbamazepine toxicity
375,ade,Protease inhibitors (ritonavir and saquinavir) were added to the treatment and the patient developed progressive ataxia related to carbamazepine toxicity
376,ade,Protease inhibitors (ritonavir and saquinavir) were added to the treatment and the patient developed progressive ataxia related to carbamazepine toxicity
377,ade,Protease inhibitors (ritonavir and saquinavir) were added to the treatment and the patient developed progressive ataxia related to carbamazepine toxicity
378,ade,Protease inhibitors (ritonavir and saquinavir) were added to the treatment and the patient developed progressive ataxia related to carbamazepine toxicity
379,ade,Ritonavir acted as a CYP3A4 inhibitor diminishing carbamazepine metabolism and provoking an increase in serum levels and clinical toxicity
380,ade,Ritonavir acted as a CYP3A4 inhibitor diminishing carbamazepine metabolism and provoking an increase in serum levels and clinical toxicity
381,ade,Ritonavir acted as a CYP3A4 inhibitor diminishing carbamazepine metabolism and provoking an increase in serum levels and clinical toxicity
382,ade,The patient was diagnosed with carbamazepine toxicity related to the introduction of ritonavir
383,ade,The patient was diagnosed with carbamazepine toxicity related to the introduction of ritonavir
384,ade,Anaphylaxis to calcitonin
385,ade,CONCLUSION We have introduced a case of anaphylaxis by calcitonin that suggest an IgE mediated hypersensitivity reaction
386,ade,The intramuscular challenge test with 25 UI of Miacalcic was positive with an immediate anaphylactic reaction
387,ade,We introduce a case of a sixty years old woman with several previous episodes of rhinitis conjunctivitis and perspiration immediately after the administration of salmon calcitonin with nasal spray or intramuscular administration (Calsynar)
388,ade,We introduce a case of a sixty years old woman with several previous episodes of rhinitis conjunctivitis and perspiration immediately after the administration of salmon calcitonin with nasal spray or intramuscular administration (Calsynar)
389,ade,We introduce a case of a sixty years old woman with several previous episodes of rhinitis conjunctivitis and perspiration immediately after the administration of salmon calcitonin with nasal spray or intramuscular administration (Calsynar)
390,ade,We introduce a case of a sixty years old woman with several previous episodes of rhinitis conjunctivitis and perspiration immediately after the administration of salmon calcitonin with nasal spray or intramuscular administration (Calsynar)
391,ade,We introduce a case of a sixty years old woman with several previous episodes of rhinitis conjunctivitis and perspiration immediately after the administration of salmon calcitonin with nasal spray or intramuscular administration (Calsynar)
392,ade,We introduce a case of a sixty years old woman with several previous episodes of rhinitis conjunctivitis and perspiration immediately after the administration of salmon calcitonin with nasal spray or intramuscular administration (Calsynar)
393,ade,Minocycline as a cause of drug induced autoimmune hepatitis
394,ade,Minocycline induced autoimmune hepatitis is usually identical to sporadic autoimmune hepatitis
395,ade,We describe the clinical and liver biopsy morphologic features for 4 patients with minocycline induced autoimmune hepatitis (group 1)
396,ade,L asparaginase provoked seizures as singular expression of central nervous toxicity
397,ade,L asparaginase provoked seizures as singular expression of central nervous toxicity
398,ade,Patients treated with L asparaginase may present with hemorrhagic and thrombotic cerebrovascular events
399,ade,Patients treated with L asparaginase may present with hemorrhagic and thrombotic cerebrovascular events
400,ade,We report a case of seizure associated with L asparaginase therapy but no evidence of hemorrhagic or thrombotic cerebrovascular events
401,ade,Eighty two patients with various malignancies who received imipenem cilastatin 143 times for neutropenic fever between March 1994 and October 1999 in Department of Pediatric Oncology Gazi University were identified
402,ade,Eighty two patients with various malignancies who received imipenem cilastatin 143 times for neutropenic fever between March 1994 and October 1999 in Department of Pediatric Oncology Gazi University were identified
403,ade,Incidence of seizures in pediatric cancer patients treated with imipenem cilastatin
404,ade,Incidence of seizures in pediatric cancer patients treated with imipenem cilastatin
405,ade,Proconvulsive tendency of imipenem cilastatin is one of its well known side effects
406,ade,Proconvulsive tendency of imipenem cilastatin is one of its well known side effects
407,ade,Three of these patients had convulsions attributed to imipenem cilastatin; 3.6% of the patients had seizure or 2% of imipenem cilastatin administrations was followed by a seizure attack
408,ade,Three of these patients had convulsions attributed to imipenem cilastatin; 3.6% of the patients had seizure or 2% of imipenem cilastatin administrations was followed by a seizure attack
409,ade,Three of these patients had convulsions attributed to imipenem cilastatin; 3.6% of the patients had seizure or 2% of imipenem cilastatin administrations was followed by a seizure attack
410,ade,Three of these patients had convulsions attributed to imipenem cilastatin; 3.6% of the patients had seizure or 2% of imipenem cilastatin administrations was followed by a seizure attack
411,ade,Three of these patients had convulsions attributed to imipenem cilastatin; 3.6% of the patients had seizure or 2% of imipenem cilastatin administrations was followed by a seizure attack
412,ade,Three of these patients had convulsions attributed to imipenem cilastatin; 3.6% of the patients had seizure or 2% of imipenem cilastatin administrations was followed by a seizure attack
413,ade,Gabapentin induced mood changes with hypomanic features in adults
414,ade,Gabapentin induced mood changes with hypomanic features in adults
415,ade,We report two adults who received gabapentin (GBP) and subsequently developed behavioural side effects
416,ade,We report two adults who received gabapentin (GBP) and subsequently developed behavioural side effects
417,ade,Acute pancreatitis in a child with idiopathic ulcerative colitis on long term 5 aminosalicylic acid therapy
418,ade,We describe a 10 year old boy with ulcerative colitis who developed acute pancreatitis while on long term treatment with 5 aminosalicylic acid
419,ade,CONCLUSION Marked visual field constriction appears to be associated with vigabatrin therapy
420,ade,Electro oculography electroretinography visual evoked potentials and multifocal electroretinography in patients with vigabatrin attributed visual field constriction
421,ade,PURPOSE Symptomatic visual field constriction thought to be associated with vigabatrin has been reported
422,ade,The current study investigated the visual fields and visual electrophysiology of eight patients with known vigabatrin attributed visual field loss three of whom were reported previously
423,ade,The field defects and some electrophysiological abnormalities persist when vigabatrin therapy is withdrawn
424,ade,Depressive symptoms disappeared after interferon therapy was stopped
425,ade,Treatment of chronic hepatitis C with interferon alpha (IFN alpha) is relatively contraindicated in patients with psychiatric disorders because of possible severe psychiatric side effects
426,ade,Treatment of chronic hepatitis C with interferon alpha (IFN alpha) is relatively contraindicated in patients with psychiatric disorders because of possible severe psychiatric side effects
427,ade,While for ribavirin antidepressant effects are not known we suppose that antidepressants may prevent changes in serotonergic or noradrenergic neurotransmission caused by IFN alpha
428,ade,Intensive high flux hemodiafiltration is often used in the management of vancomycin toxicity
429,ade,Management of hypophosphatemia induced by high flux hemodiafiltration for the treatment of vancomycin toxicity intravenous phosphorus therapy versus use of a phosphorus enriched dialysate
430,ade,We describe 2 children with cerebral palsy who suffered significant morbidity immediately after treatment with hyperbaric oxygen
431,ade,A 33 year old male presented with brown discolouration of the fingernails following the application of 4% hydroquinone in sorbolene cream and 0.1% tretinoin cream to the face intermittently for 9 months
432,ade,A 33 year old male presented with brown discolouration of the fingernails following the application of 4% hydroquinone in sorbolene cream and 0.1% tretinoin cream to the face intermittently for 9 months
433,ade,Nail staining from hydroquinone cream
434,ade,Gangrene of the fingertips after bleomycin and methotrexate
435,ade,Gangrene of the fingertips after bleomycin and methotrexate
436,ade,This supports the well reported potential of bleomycin to trigger acral vascular toxicity
437,ade,We describe a 57 year old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx
438,ade,We describe a 57 year old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx
439,ade,We describe a 57 year old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx
440,ade,We describe a 57 year old man with acral erythrocyanosis progressing to acute digital ischemia and gangrene that developed after combined chemotherapy (bleomycin and methotrexate) used to treat a metastatic squamous cell carcinoma of the hypopharynx
441,ade,Diarrhea associated over anticoagulation in a patient taking warfarin therapeutic role of cholestyramine
442,ade,We present a case of significant over anticoagulation temporally associated with a bout of protracted diarrhea in a patient on warfarin therapy
443,ade,We present a case of significant over anticoagulation temporally associated with a bout of protracted diarrhea in a patient on warfarin therapy
444,ade,MI related to the use of activated and non activated PCCs predominantly affects young patients who often have no preceding history of or risk factors for MI and tends to be associated with large cumulative doses of concentrate
445,ade,Recombinant VIIa concentrate in the management of bleeding following prothrombin complex concentrate related myocardial infarction in patients with haemophilia and inhibitors
446,ade,We have safely used recombinant factor VIIa to treat bleeding in the immediate and long term period following PCC related MI
447,ade,Even after a strict warning he took another quinine tablet that evening which triggered his fifth episode of severe thrombocytopenia and confirmed the etiology of quinine induced thrombocytopenia
448,ade,Even after a strict warning he took another quinine tablet that evening which triggered his fifth episode of severe thrombocytopenia and confirmed the etiology of quinine induced thrombocytopenia
449,ade,Even after a strict warning he took another quinine tablet that evening which triggered his fifth episode of severe thrombocytopenia and confirmed the etiology of quinine induced thrombocytopenia
450,ade,Occult quinine induced thrombocytopenia
451,ade,Only after three subsequent episodes of severe symptomatic thrombocytopenia over the next four weeks did he say upon repeat questioning that he had continued to take quinine for night leg cramps
452,ade,An 8 year old child with familial Mediterranean fever exhibited signs of colchicine intoxication while receiving prophylactic doses of the drug
453,ade,CONCLUSION To the best of our knowledge this is the first time colchicine intoxication in this age group has been described in the English literature
454,ade,Near fatal acute colchicine intoxication in a child
455,ade,Near fatal acute colchicine intoxication in a child
456,ade,Acute myeloid leukemia and lung cancer occurring in a chronic lymphocytic leukemia patient treated with fludarabine and autologous peripheral blood stem cell transplantation
457,ade,Acute myeloid leukemia and lung cancer occurring in a chronic lymphocytic leukemia patient treated with fludarabine and autologous peripheral blood stem cell transplantation
458,ade,We describe the exceptional development of AML and lung cancer in a patient with previously diagnosed CLL in minimal residual disease status after fludarabine treatment followed by autologous peripheral blood stem cell transplantation
459,ade,We describe the exceptional development of AML and lung cancer in a patient with previously diagnosed CLL in minimal residual disease status after fludarabine treatment followed by autologous peripheral blood stem cell transplantation
460,ade,In 2 of the 3 cases the patients were also taking lithium carbonate and beta blockers both of which could have contributed to the incontinence
461,ade,In the present paper the authors describe 2 female patients who developed incontinence secondary to the selective serotonin reuptake inhibitors paroxetine and sertraline as well as a third who developed this side effect on venlafaxine
462,ade,In the present paper the authors describe 2 female patients who developed incontinence secondary to the selective serotonin reuptake inhibitors paroxetine and sertraline as well as a third who developed this side effect on venlafaxine
463,ade,In the present paper the authors describe 2 female patients who developed incontinence secondary to the selective serotonin reuptake inhibitors paroxetine and sertraline as well as a third who developed this side effect on venlafaxine
464,ade,This concerns 2 male patients who experienced incontinence while taking venlafaxine
465,ade,Case studies in heparin induced thrombocytopenia
466,ade,Major points illustrated are (1) occurrence of HIT with any dose or form of heparin; (2) misperceptions on the diagnostic criteria; (3) correct (thrombin inhibitors) and incorrect (platelet transfusions and warfarin) management; (4) influence of management strategy on clinical outcomes; (5) severity of the syndrome; and (6) potential for both anamnestic response to heparin and disappearance of HIT antibodies over time
467,ade,Type II heparin induced thrombocytopenia (HIT) is an immunological disorder characterized by antibodies to heparin platelet factor 4 complexes and a high risk of thrombotic complications
468,ade,After several unrevealing medical work ups he was found to have a high blood lead level (122 microg dL); he has a history of scraping and sanding lead paint without adequate protective measures
469,ade,It also highlights a current major etiologic question that is whether and to what degree lead exposure contributes to the development of hypertension and raises the issue of whether lead induced hypertension constitutes a subset of hypertension that is especially amenable to therapy with dietary calcium
470,ade,It also highlights a current major etiologic question that is whether and to what degree lead exposure contributes to the development of hypertension and raises the issue of whether lead induced hypertension constitutes a subset of hypertension that is especially amenable to therapy with dietary calcium
471,ade,Poorly controlled hypertension in a painter with chronic lead toxicity
472,ade,This case demonstrates an occupational activity (construction) that has now become the dominant source of lead exposure for U.S. adults the importance of a good occupational history to suspecting and making a diagnosis the possible outcomes of chronic lead toxicity and the importance of preventing further exposure and using proper methods to treat acute toxicity
473,ade,Severe rash including the Stevens Johnson syndrome (SJS) is the major toxicity of nevirapine and is described in the package labeling with a prominent boxed warning
474,ade,Severe rash including the Stevens Johnson syndrome (SJS) is the major toxicity of nevirapine and is described in the package labeling with a prominent boxed warning
475,ade,Severe rash including the Stevens Johnson syndrome (SJS) is the major toxicity of nevirapine and is described in the package labeling with a prominent boxed warning
476,ade,Stevens Johnson syndrome caused by the antiretroviral drug nevirapine
477,ade,Though physicians treating large populations of patients with HIV are well aware of this complication only one other report of nevirapine associated SJS has been documented in the dermatology literature
478,ade,We describe 2 cases of SJS related to nevirapine use and review the literature on this newly recognized association
479,ade,Oral intake and acarbose were withheld and the ileus spontaneously resolved after 2 days
480,ade,There is evidence that the angiotensin II receptor antagonist losartan increases urate excretion by reducing reabsorption of urate in the renal proximal tubule
481,ade,Atrial fibrillation occurring in a patient taking etanercept plus methotrexate for rheumatoid arthritis
482,ade,Atrial fibrillation occurring in a patient taking etanercept plus methotrexate for rheumatoid arthritis
483,ade,A review of the literature revealed two other cases of hepatic angiosarcoma in patients after long term cyclophosphamide treatment
484,ade,Hepatic angiosarcoma occurring after cyclophosphamide therapy case report and review of the literature
485,ade,We propose that cyclophosphamide be added to the list of exposures potentially associated with hepatic angiosarcoma
486,ade,ARA C is frequently associated with dermatologic toxicity but this is only the second case of toxic epidermal necrolysis described in connection with this drug
487,ade,ARA C is frequently associated with dermatologic toxicity but this is only the second case of toxic epidermal necrolysis described in connection with this drug
488,ade,On the fifth day after administration of a high dose of ARA C (2 g m2 intravenously every 12 hours) she developed bullous lesions on the hands and soles that disseminated evolving to necrosis sepsis and death on the 22nd day
489,ade,On the fifth day after administration of a high dose of ARA C (2 g m2 intravenously every 12 hours) she developed bullous lesions on the hands and soles that disseminated evolving to necrosis sepsis and death on the 22nd day
490,ade,On the fifth day after administration of a high dose of ARA C (2 g m2 intravenously every 12 hours) she developed bullous lesions on the hands and soles that disseminated evolving to necrosis sepsis and death on the 22nd day
491,ade,Toxic epidermal necrolysis after the use of high dose cytosine arabinoside
492,ade,We report a fatal case of toxic epidermal necrolysis (TEN) resulting from a high dose of cytosine arabinoside (ARA C)
493,ade,We report a fatal case of toxic epidermal necrolysis (TEN) resulting from a high dose of cytosine arabinoside (ARA C)
494,ade,We report a fatal case of toxic epidermal necrolysis (TEN) resulting from a high dose of cytosine arabinoside (ARA C)
495,ade,We report a fatal case of toxic epidermal necrolysis (TEN) resulting from a high dose of cytosine arabinoside (ARA C)
496,ade,Quetiapine and obsessive compulsive symptoms (OCS) case report and review of atypical antipsychotic induced OCS
497,ade,Quetiapine and obsessive compulsive symptoms (OCS) case report and review of atypical antipsychotic induced OCS
498,ade,Quetiapine and obsessive compulsive symptoms (OCS) case report and review of atypical antipsychotic induced OCS
499,ade,The first known report of quetiapine exacerbating OCS in a 43 year old man with obsessive compulsive disorder (OCD) trichotillomania delusional disorder and bipolar II disorder is presented
500,ade,He was diagnosed with possible serotonin syndrome; his symptoms resolved after clomipramine was stopped but before clozapine was restarted eight days later
501,ade,OBJECTIVE To report on the possible development of serotonin syndrome in a patient receiving clomipramine after clozapine was withdrawn from the treatment regimen
502,ade,OBJECTIVE To report on the possible development of serotonin syndrome in a patient receiving clomipramine after clozapine was withdrawn from the treatment regimen
503,ade,Possible serotonin syndrome associated with clomipramine after withdrawal of clozapine
504,ade,Possible serotonin syndrome associated with clomipramine after withdrawal of clozapine
505,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
506,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
507,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
508,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
509,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
510,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
511,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
512,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
513,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
514,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
515,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
516,ade,The day after clozapine was stopped while he was still receiving clomipramine 150 mg d he began behaving oddly started sweating profusely shivering and became tremulous agitated and confused
517,ade,Quinine induced coagulopathy  a near fatal experience
518,ade,The cause of his bleeding was a severe thrombocytopoaenia induced by chronic ingestion of quinine
519,ade,Dose dependent olanzapine associated leukopenia three case reports
520,ade,These cases suggest the possibility that in some patients leukopenia or agranulocytosis during olanzapine treatment might be dose related
521,ade,These cases suggest the possibility that in some patients leukopenia or agranulocytosis during olanzapine treatment might be dose related
522,ade,We report three cases of patients who developed leukopenia during olanzapine treatment
523,ade,CONCLUSION This case illustrates a potential link between dermatologic and ocular 5 FU toxicities
524,ade,Differential diagnoses included ocular rosacea with cicatrizing conjunctivitis and 5 FU induced ectropion
525,ade,DISCUSSION Patients with 5 FU induced ectropion experience tender red scaled lids making contact lens wear difficult
526,ade,DISCUSSION Patients with 5 FU induced ectropion experience tender red scaled lids making contact lens wear difficult
527,ade,Ectropion secondary to bolus injection of 5 fluorouracil
528,ade,Exacerbation of 5 FU dermatologic toxicities in patients with preexisting conditions suggests the importance of aggressive ocular prophylaxis using frequent ocular lubrication and topical steroid preparations with concurrent medical management of pre existing dermatologic conditions
529,ade,Presented is a case of acute renal failure induced by acetazolamide therapy for glaucoma
530,ade,Renal failure associated with acetazolamide therapy for glaucoma
531,ade,This sulfonamide like nephropathy should be differentiated from acetazolamide related calcium phosphate nephrolithiasis
532,ade,Ischaemic colitis in a patient taking meloxicam
533,ade,Symptoms and endoscopic lesions quickly regressed within 1 week of meloxicam withdrawal
534,ade,We describe a patient who presented with bloody diarrhoea after 15 mg meloxicam daily for 10 days for osteoarthritis
535,ade,We suggest that meloxicam might have intestinal toxic effects when taken in high doses because of reduced COX 2 selectivity
536,ade,As these cases revealed close monitoring of blood chemistry is mandatory after starting spironolactone and patients should be advised to stop spironolactone immediately if diarrhoea develops
537,ade,In patients with chronic heart failure spironolactone added to conventional treatment may lead to serious and occasionally fatal hyperkalaemia
538,ade,In some cases this seems to happen because spironolactone causes diarrhoea
539,ade,Serious adverse events experienced by patients with chronic heart failure taking spironolactone
540,ade,We report a patient with advanced colonic carcinoma who was treated with concomitant chemoirradiation with oxaliplatin and developed a peculiar dermnatitis in the irradiated field after being exposed to subsequent chemotherapy with oxaliplatin
541,ade,An 11 year old boy developed a severe enteropathy 2 years after initiation of clofazimine treatment for graft versus host disease
542,ade,Clofazimine enteropathy caused by crystal deposition can be life threatening
543,ade,Clofazimine enteropathy caused by crystal deposition can be life threatening
544,ade,Clofazimine enteropathy in a pediatric bone marrow transplant recipient
545,ade,She developed a severe urticarial rash 3 weeks following initiation of therapy with Enoxaparin
546,ade,We cared for a patient with progressive renal impairment who presented with blurred vision QRS broadening and cardiac failure due to chronic cibenzoline intoxication
547,ade,We cared for a patient with progressive renal impairment who presented with blurred vision QRS broadening and cardiac failure due to chronic cibenzoline intoxication
548,ade,We cared for a patient with progressive renal impairment who presented with blurred vision QRS broadening and cardiac failure due to chronic cibenzoline intoxication
549,ade,We cared for a patient with progressive renal impairment who presented with blurred vision QRS broadening and cardiac failure due to chronic cibenzoline intoxication
550,ade,Indolent aspergillus arthritis complicating fludarabine based non myeloablative stem cell transplantation
551,ade,We describe two patients with aspergillus arthritis of the knee joint following fludarabine based non myeloablative stem cell transplantation
552,ade,CONCLUSION The present findings suggest that fluvoxamine can cause increased libido in some patients
553,ade,Increased libido in a woman treated with fluvoxamine a case report
554,ade,OBJECTIVE The aim of this paper is to describe a case of increased libido during fluvoxamine therapy
555,ade,RESULTS The patient a 27 year old married Japanese woman with borderline personality disorder developed an increased libido with the administration of fluvoxamine
556,ade,The increased libido disappeared after fluvoxamine was discontinued
557,ade,An infant who developed pancreatitis during meglumine antimoniate treatment for visceral leishmaniasis and who was successfully treated with a combination of allopurinol and ketoconazole is reported
558,ade,Successful treatment of visceral leishmaniasis with allopurinol plus ketoconazole in an infant who developed pancreatitis caused by meglumine antimoniate
559,ade,CONCLUSIONS This case report showed that the clinical appearance of Hashimoto's disease after IFN alpha therapy for chronic C hepatitis in our patient was associated with a specific genetic predisposition (DR5) for this pathology
560,ade,Further studies are necessary to evaluate whether the study of HLA antigens may be a very useful tool to detect the patients with a predisposition to develop autoimmune thyroiditis in order to make a early diagnosis of thyroid disorders during the IFN alpha treatment
561,ade,Further studies are necessary to evaluate whether the study of HLA antigens may be a very useful tool to detect the patients with a predisposition to develop autoimmune thyroiditis in order to make a early diagnosis of thyroid disorders during the IFN alpha treatment
562,ade,Hashimoto's disease during interferon alpha therapy in a patient with pre treatment negative anti thyroid autoantibodies and with the specific genetic susceptibility to the thyroid disease
563,ade,OBJECTIVES The authors described a case of Hashimoto's disease during interferon alpha (IFN alpha) treatment for chronic viral C hepatitis in a patient with the specific genetic susceptibility associated with the thyroid disease
564,ade,OBJECTIVES The authors described a case of Hashimoto's disease during interferon alpha (IFN alpha) treatment for chronic viral C hepatitis in a patient with the specific genetic susceptibility associated with the thyroid disease
565,ade,During dose finding studies for intravenous proton pump inhibitors omeprazole and pantoprazole three of six young female volunteers receiving omeprazole and two young female volunteers receiving pantoprazole developed peripheral edema within 8 hr when high doses of the proton pump inhibitors were applied by continuous infusion together with large volumes of fluid
566,ade,During dose finding studies for intravenous proton pump inhibitors omeprazole and pantoprazole three of six young female volunteers receiving omeprazole and two young female volunteers receiving pantoprazole developed peripheral edema within 8 hr when high doses of the proton pump inhibitors were applied by continuous infusion together with large volumes of fluid
567,ade,Pheripheral edema was observed in five female patients after taking proton pump inhibitors omeprazole lansoprazole or pantoprazole for 7 15 days for peptic acid diseases in recommended standard doses
568,ade,Pheripheral edema was observed in five female patients after taking proton pump inhibitors omeprazole lansoprazole or pantoprazole for 7 15 days for peptic acid diseases in recommended standard doses
569,ade,Pheripheral edema was observed in five female patients after taking proton pump inhibitors omeprazole lansoprazole or pantoprazole for 7 15 days for peptic acid diseases in recommended standard doses
570,ade,Motor fluctuations appear after 2 3 years of levodopa treatment and affect at least 50% of patients after five years
571,ade,CONCLUSION Significant weight loss is a potential adverse event in patients with rheumatoid arthritis treated with leflunomide
572,ade,Leflunomide associated weight loss in rheumatoid arthritis
573,ade,METHODS We queried 35 rheumatologists at the Robert Breck Brigham Arthritis Center to determine if weight loss had occurred as an adverse event in patients treated with leflunomide between November 1998 and January 2000
574,ade,OBJECTIVE To determine the frequency of weight loss in patients treated with leflunomide for rheumatoid arthritis at an arthritis referral center
575,ade,RESULTS Five of 70 patients who had begun leflunomide therapy had significant weight loss that could not be linked to other identifiable etiologies
576,ade,It is increasingly recognized that dose adjustment of oral valacyclovir in renal failure is necessary to avoid neurotoxicity
577,ade,Neurotoxicity of valacyclovir in peritoneal dialysis a pharmacokinetic study
578,ade,She developed neurotoxicity with an adjustment dosage of valacyclovir for a cutaneous zoster infection
579,ade,Avascular necrosis of the femoral head in patients with prostate cancer treated with cyproterone acetate and radiotherapy
580,ade,We report the case histories of two patients with histologically confirmed adenocarcinoma of the prostate both of whom had been treated with steroidal anti androgen therapy in the form of cyproterone acetate prior to radical or palliative pelvic irradiation and who subsequently developed femoral head avascular necrosis
581,ade,Levofloxacin induced polymorphic ventricular tachycardia with normal QT interval
582,ade,We report the first case of polymorphic ventricular tachycardia with normal QT interval associated with the oral use of levofloxacin in the absence of other etiologies known to cause these arrhythmias
583,ade,So far few cases of pulmonary side effects caused by ticlopidine have been reported
584,ade,Special care should be taken when pulmonary symptoms appear in association with ticlopidine treatment
585,ade,Ticlopidine induced interstitial pulmonary disease a case report
586,ade,We report a case of interstitial pulmonary disease that occurred together with lymphocytic colitis during treatment with ticlopidine
587,ade,We report a case of interstitial pulmonary disease that occurred together with lymphocytic colitis during treatment with ticlopidine
588,ade,A patient that received methadone for cancer associated pain developed myoclonus as a side effect
589,ade,Methadone induced myoclonus in advanced cancer
590,ade,OBJECTIVE To report a case of fatal hyperkalemia owing to succinylcholine administration in a patient with mucositis secondary to chemotherapy
591,ade,Succinylcholine induced hyperkalemia in a patient with mucositis secondary to chemotherapy
592,ade,We believe that mucositis was a contributing factor to this case of fatal hyperkalemia after administration of succinylcholine with a mechanism similar to that reported with thermal injury
